cgpa,tenth_percentage,twelfth_percentage,backlogs,projects,internships,certifications,communication_level,aptitude_score,dsa_level,python_level,sql_level,placed
7.47,75.35,58.43,0,2,0,0,8,55.06,5,3,5,1
8.09,57.96,69.76,1,3,1,4,5,69.35,4,1,1,0
7.28,84.35,67.65,0,1,2,4,5,60.84,4,1,1,0
8.27,65.61,82.21,0,3,1,4,6,73.19,9,10,4,1
6.68,78.6,64.5,1,2,1,1,1,53.23,6,6,9,0
8.61,80.77,82.57,2,3,2,3,8,75.61,3,7,9,1
9.5,91.61,88.71,0,1,2,3,2,84.72,6,9,1,1
6.84,64.91,81.95,1,0,1,0,6,64.9,7,6,3,1
6.75,47.8,77.84,0,3,1,0,9,72.81,7,5,4,1
8.65,79.84,65.12,1,0,2,3,3,73.39,8,2,2,1
8.78,96.01,66.53,0,1,0,1,2,57.47,4,2,7,1
6.68,90.39,87.5,0,0,0,4,10,73.45,1,8,3,0
6.78,80.1,82.79,1,2,1,2,5,30.97,6,1,1,0
6.92,73.08,74.61,0,1,2,0,9,25.0,8,8,1,1
5.86,86.07,70.82,0,1,2,0,6,60.06,5,10,3,1
6.28,68.26,54.74,0,1,1,1,8,74.5,3,7,6,1
6.2,82.76,64.29,2,0,0,1,8,63.72,4,7,4,0
6.43,83.05,94.11,1,1,1,1,7,76.19,8,5,1,0
7.17,88.6,62.2,0,0,0,1,5,46.97,6,3,7,0
7.43,100.0,76.89,0,2,2,0,2,78.24,5,7,2,1
8.75,81.92,85.07,3,3,0,1,10,89.43,9,7,5,1
6.2,72.91,62.45,0,2,0,1,10,54.55,10,7,8,1
8.18,77.74,76.85,3,3,1,2,5,76.56,3,2,7,0
6.99,60.31,84.38,1,2,2,0,7,65.34,7,3,8,1
7.15,71.05,75.12,0,1,1,3,7,71.63,9,3,10,1
7.87,73.91,100.0,0,3,1,3,2,89.4,4,4,6,0
6.08,72.76,58.31,0,0,2,0,7,69.91,10,9,7,1
7.58,79.52,85.59,0,0,0,2,6,76.47,10,10,9,1
7.37,69.78,73.27,1,1,0,5,7,46.05,3,1,6,0
7.69,89.21,82.72,1,4,0,2,8,76.0,1,7,9,1
7.49,78.0,79.41,1,4,2,0,4,89.15,9,7,2,1
9.66,77.91,67.67,0,0,1,3,1,51.15,1,4,2,0
6.56,74.72,77.29,1,7,1,0,8,60.15,2,1,2,1
6.67,79.55,56.42,1,3,0,1,8,75.29,9,3,6,0
6.58,86.25,81.03,1,3,2,2,3,71.72,5,5,2,0
6.64,69.33,77.98,1,4,0,0,3,44.6,4,2,3,0
6.56,71.42,81.39,0,2,0,1,5,67.47,9,7,8,1
8.39,74.96,85.58,1,3,1,2,3,60.01,9,10,8,1
8.62,64.54,78.68,1,1,0,1,5,50.47,2,10,4,0
6.63,69.81,76.48,2,3,2,0,8,85.35,3,7,9,1
6.37,73.24,66.19,2,1,1,1,1,65.08,3,10,8,0
7.67,86.74,67.88,0,1,1,3,2,79.75,5,5,1,1
6.65,80.63,86.87,1,2,2,3,2,47.4,3,10,8,1
7.83,79.94,89.36,2,2,0,0,4,73.83,10,6,1,0
7.4,86.51,72.62,1,2,1,5,9,80.93,6,1,4,1
5.68,76.63,75.46,1,2,2,4,2,61.37,2,4,10,0
8.75,81.9,65.95,0,3,1,2,9,57.54,6,4,6,1
9.0,76.97,86.73,2,3,1,0,7,45.44,6,8,7,1
6.59,80.65,81.65,3,4,1,1,10,51.98,2,2,10,0
6.81,72.17,94.41,1,3,0,0,8,58.21,6,1,4,0
7.49,53.61,66.22,3,2,2,1,1,50.36,6,7,8,0
7.53,76.66,71.22,3,1,0,1,5,53.48,6,6,8,0
7.86,92.23,77.31,0,2,0,3,9,67.37,5,5,9,1
9.21,87.26,81.46,0,4,0,1,4,69.17,7,8,6,1
7.02,87.65,72.84,0,1,0,0,2,81.36,5,2,4,0
6.4,90.36,66.27,2,2,1,1,6,53.57,1,2,2,0
5.82,78.89,83.81,2,1,2,2,2,65.35,9,9,7,0
6.47,79.97,82.21,2,1,2,0,3,58.73,3,1,10,0
7.17,71.82,65.84,1,2,1,2,8,57.67,2,6,3,1
8.99,74.84,88.55,1,1,1,0,3,60.26,10,3,3,1
6.68,84.16,86.7,2,4,0,1,2,62.06,6,5,3,0
7.42,90.04,76.34,1,1,1,1,6,68.76,8,8,4,1
7.18,76.61,75.8,0,2,1,3,3,60.04,2,7,2,1
8.39,73.5,80.54,3,1,0,1,1,83.41,4,4,5,0
9.73,78.01,66.38,2,4,0,1,3,39.43,2,8,3,1
6.67,84.01,75.3,0,3,1,2,6,80.81,9,10,10,1
6.71,63.56,53.48,2,1,2,4,3,59.47,10,2,5,1
8.24,55.04,83.76,0,2,1,2,9,62.17,2,7,7,1
7.88,72.49,59.39,0,0,1,1,7,64.86,10,5,9,1
9.05,65.79,90.03,0,3,1,1,5,75.58,2,6,2,1
7.78,72.92,71.7,2,3,1,0,2,51.8,5,3,9,1
6.84,76.52,72.88,0,2,0,2,9,55.15,5,10,10,1
7.79,73.47,68.72,0,4,1,2,5,72.51,7,7,6,1
8.31,92.52,72.12,1,2,2,2,7,39.53,1,7,6,0
8.02,81.27,89.19,2,3,0,1,9,64.49,2,2,3,0
7.71,81.0,50.12,1,1,0,2,4,53.03,6,1,10,0
8.27,84.22,87.77,0,1,1,2,9,49.88,2,10,9,1
8.37,66.61,78.38,2,4,1,2,1,40.42,4,2,4,0
8.58,88.39,62.93,3,3,0,1,6,76.58,10,8,5,1
7.85,77.24,64.25,0,1,1,3,2,67.38,6,10,3,1
7.03,84.7,91.76,0,2,1,3,8,54.92,7,3,5,1
7.35,67.28,65.54,0,1,0,1,5,62.53,10,4,8,1
8.41,62.46,63.47,1,1,0,3,3,48.61,5,8,8,1
6.38,86.18,86.37,0,1,0,2,2,56.96,8,3,8,1
7.57,81.76,78.39,1,0,2,4,8,62.02,6,6,6,1
6.81,68.98,65.62,1,3,2,2,7,65.96,5,2,1,1
7.23,69.3,77.17,0,1,0,3,9,70.88,4,3,10,1
8.48,89.25,64.74,0,3,0,1,8,37.91,6,1,6,1
7.39,66.11,86.01,0,2,1,3,4,70.93,6,9,10,1
7.25,94.43,85.61,2,1,0,1,2,39.12,6,4,7,0
5.84,68.99,80.32,0,5,2,3,2,71.47,1,6,9,1
7.95,84.38,78.62,1,0,0,0,2,61.8,6,7,8,0
7.85,74.71,92.61,0,6,2,0,6,81.37,1,2,8,1
9.36,84.03,75.0,0,2,0,1,7,54.88,5,8,7,1
6.89,72.56,63.18,0,2,1,2,6,76.71,7,9,2,1
7.42,76.37,79.49,0,0,0,1,2,47.49,1,10,1,0
7.45,78.41,95.86,0,3,1,0,4,66.59,1,2,2,0
8.78,67.98,64.85,3,0,2,2,3,34.43,6,5,6,0
7.1,85.41,71.39,0,1,1,0,4,78.25,7,2,2,0
7.48,72.87,79.16,0,0,1,3,5,90.9,6,5,10,1
7.81,75.71,74.46,1,2,0,2,7,54.53,5,7,4,0
7.39,68.06,65.18,2,0,0,2,9,66.84,6,6,10,0
6.75,52.38,86.22,3,2,0,1,2,71.66,3,4,3,0
7.39,76.09,98.2,1,2,0,0,8,41.75,9,2,6,0
8.27,100.0,76.96,3,2,1,0,3,53.76,5,7,8,0
6.17,85.85,65.96,3,2,0,1,9,52.83,2,10,6,0
7.33,77.81,59.51,0,5,1,2,10,100.0,10,9,2,1
6.5,75.37,77.58,1,1,0,4,4,80.69,10,1,5,1
8.4,78.22,86.04,0,3,0,3,3,61.74,7,3,6,1
5.68,83.47,79.75,0,1,1,3,10,76.69,3,7,9,1
6.64,66.19,74.98,3,1,0,2,6,68.17,1,9,6,0
7.58,89.14,69.11,0,1,0,1,10,73.9,3,5,10,1
8.77,85.15,64.08,1,1,1,0,9,49.2,9,7,5,1
7.13,85.18,83.35,0,3,0,2,7,85.6,5,10,1,1
6.64,82.38,84.14,1,1,0,0,4,53.48,7,7,10,1
9.08,78.2,59.54,0,3,0,4,3,54.26,3,4,5,1
5.75,84.73,90.9,0,1,0,2,10,73.85,4,5,5,1
5.0,83.92,80.74,0,3,1,0,4,70.19,1,2,6,0
7.64,74.46,89.0,1,0,0,0,3,65.35,3,8,7,0
6.7,72.26,61.58,2,2,2,1,3,77.59,7,1,4,0
6.18,79.02,61.34,0,5,1,1,9,47.58,4,2,7,1
7.91,93.49,73.51,2,2,0,2,4,92.67,2,3,5,0
7.44,65.61,80.03,2,0,1,0,9,57.49,5,7,6,1
6.64,63.32,92.96,1,3,2,0,10,63.67,5,6,4,1
5.92,79.65,82.06,2,3,2,1,5,92.9,2,7,8,1
8.07,78.51,72.57,1,2,0,2,7,54.36,6,5,9,1
7.85,79.73,64.74,1,4,0,1,5,80.35,10,4,2,1
7.1,80.44,87.3,0,1,1,3,1,61.79,4,7,4,0
9.05,75.77,65.35,3,2,1,1,2,52.37,1,3,8,0
6.13,92.9,91.28,1,3,1,1,5,59.24,3,10,8,1
5.67,61.99,72.16,0,0,2,3,6,73.49,9,7,9,1
6.51,69.72,90.91,0,2,0,2,7,80.21,10,2,3,1
7.15,76.97,81.79,0,1,0,2,2,68.38,7,8,1,0
7.44,61.57,73.63,0,1,0,1,10,41.03,6,6,9,1
6.96,76.24,69.81,0,1,0,3,9,74.53,1,3,1,0
7.55,94.61,71.59,1,5,2,2,6,62.87,9,3,3,1
5.95,78.21,79.28,0,4,0,2,2,48.46,9,5,3,0
8.64,80.31,75.77,3,2,2,2,2,70.2,1,3,9,0
7.12,65.4,69.06,1,1,0,1,3,82.01,6,6,1,0
8.32,71.84,73.34,0,1,1,2,1,65.1,7,2,7,1
7.54,74.25,75.79,1,0,2,1,9,78.85,2,8,2,1
7.66,74.82,53.71,0,2,1,0,10,71.94,10,9,7,1
7.77,90.82,79.58,0,1,0,2,4,72.13,8,7,1,0
7.65,83.58,65.2,0,3,1,1,5,60.42,8,3,10,1
7.84,66.89,63.47,1,4,2,4,7,77.28,6,10,10,1
8.53,80.47,58.13,2,2,0,2,1,78.71,9,4,8,1
7.4,82.98,57.06,0,1,2,1,3,76.89,3,10,10,1
7.91,89.4,61.45,0,2,0,0,3,60.29,2,2,10,0
7.11,93.81,67.91,3,3,2,0,2,79.78,2,9,2,0
8.64,67.85,94.53,0,3,0,2,8,70.79,6,5,3,1
6.52,69.89,69.74,2,1,1,1,5,50.42,7,2,8,0
9.0,65.42,76.78,0,2,1,1,1,59.28,6,10,3,1
7.16,75.66,79.0,1,3,1,2,2,57.04,3,6,1,0
5.77,82.66,76.31,0,1,0,0,1,35.18,5,7,9,0
7.33,87.87,74.23,1,2,0,4,6,80.05,8,2,8,0
6.52,77.24,63.05,0,3,0,1,9,100.0,6,1,4,1
8.04,74.8,89.51,0,0,2,0,7,83.13,2,7,8,1
6.55,79.52,93.07,0,2,2,2,5,67.44,7,1,5,0
6.75,69.65,58.17,1,2,1,0,3,57.26,8,3,3,0
5.31,98.9,64.76,0,2,1,0,8,51.12,4,4,1,0
6.75,61.92,72.2,2,1,1,0,10,67.26,1,2,10,0
4.78,79.85,65.35,2,3,0,0,4,79.52,2,7,5,0
5.62,98.24,80.06,1,3,0,4,9,54.88,4,5,6,1
7.96,78.07,67.72,0,2,0,2,5,100.0,7,1,4,0
7.99,76.1,96.65,1,0,2,4,6,44.24,2,8,7,0
7.63,74.43,86.91,0,1,0,1,5,68.37,6,10,3,1
6.23,76.2,77.13,0,3,0,2,10,66.05,2,7,7,1
7.15,91.73,85.27,0,4,1,1,7,65.1,7,4,1,1
7.2,55.88,86.06,0,0,2,0,7,56.47,2,2,7,0
6.04,93.33,69.36,0,0,1,1,1,66.24,3,7,1,0
8.7,63.76,66.84,3,2,0,2,2,58.25,9,2,1,0
8.08,75.33,75.78,1,1,2,2,7,84.32,4,6,2,1
6.98,73.71,83.62,0,2,2,2,8,89.31,5,1,2,0
7.23,83.89,76.39,0,1,1,1,4,59.17,9,7,4,1
7.41,62.02,59.23,1,0,1,1,6,40.33,7,7,1,0
5.16,82.62,66.97,1,0,1,2,10,69.76,8,4,4,0
6.95,98.24,74.26,0,1,0,0,3,69.22,3,4,2,0
6.52,64.37,74.24,1,1,1,0,7,66.58,4,10,4,0
6.2,79.9,94.73,1,4,1,1,3,72.99,7,5,4,1
6.92,71.38,61.14,2,0,2,2,7,85.72,4,2,9,0
9.0,82.26,80.06,1,1,1,3,8,77.49,2,9,9,1
7.84,78.19,89.89,0,3,2,2,3,72.97,10,10,1,1
6.63,71.59,97.71,3,7,0,1,2,76.31,6,4,5,0
7.77,82.88,70.96,1,0,0,2,6,68.77,9,9,7,1
8.6,96.04,79.91,3,5,1,1,4,50.82,2,3,4,0
8.12,76.09,80.7,0,1,2,3,8,86.76,1,9,5,1
7.26,85.2,76.95,0,1,0,1,2,66.54,8,1,2,0
6.55,65.07,74.01,1,3,1,0,4,50.81,1,7,3,0
7.9,68.44,79.36,3,2,2,1,2,48.08,1,4,7,0
7.59,82.72,49.68,2,0,1,0,2,51.23,3,7,10,0
8.1,92.84,81.82,1,1,2,3,2,46.51,5,10,7,1
7.84,81.56,76.26,0,1,0,1,1,75.03,9,6,4,0
8.25,74.87,72.78,3,0,1,2,4,62.37,10,4,1,0
6.66,77.99,95.47,1,0,0,1,2,76.64,2,4,1,0
8.52,65.5,68.25,1,3,1,4,9,82.54,1,8,4,1
7.4,84.05,70.97,1,3,0,0,9,78.66,1,7,4,0
9.28,86.82,94.92,0,4,0,0,7,74.51,8,4,6,1
6.51,73.48,66.68,0,2,0,2,6,69.31,10,6,7,1
8.94,73.3,69.5,1,1,1,1,3,62.14,10,6,9,1
7.4,80.66,73.53,1,1,0,2,7,63.15,10,1,9,1
6.55,73.63,83.41,0,3,2,1,1,73.77,2,2,10,0
6.72,77.34,77.08,1,2,1,1,9,50.58,9,4,5,1
6.88,99.0,62.07,2,2,0,0,4,64.19,9,6,10,0
7.62,75.53,69.68,0,2,2,2,6,53.86,2,6,3,1
7.72,74.42,68.93,3,2,2,1,6,82.59,3,1,3,0
6.63,71.52,74.23,0,0,2,0,3,75.76,2,8,6,0
7.18,85.44,79.26,3,1,2,2,4,97.06,6,2,1,0
9.34,76.19,79.18,3,1,0,2,10,53.63,7,5,7,1
8.93,71.51,57.24,1,0,1,1,3,55.24,6,4,3,0
7.64,91.21,85.64,0,3,0,1,6,65.86,3,5,5,1
7.24,92.2,77.53,3,4,2,2,1,54.12,3,5,7,0
7.32,72.0,88.85,3,1,0,1,8,73.06,2,10,7,0
7.81,59.33,79.44,1,5,0,1,8,64.24,2,8,9,0
6.18,88.08,86.01,1,0,2,2,9,57.67,5,10,1,0
6.94,71.15,79.67,2,2,1,0,6,81.31,8,7,3,0
5.53,85.91,88.46,0,0,0,3,1,37.26,6,9,9,0
7.6,58.3,80.22,1,7,1,2,3,73.13,9,1,8,1
7.85,86.93,74.02,0,4,0,1,1,56.73,5,6,2,0
6.72,65.89,97.72,1,1,2,3,5,77.25,10,6,8,1
8.77,85.31,83.89,0,0,0,5,3,80.84,4,2,8,1
5.97,78.14,80.74,1,1,0,1,2,30.85,9,8,2,0
5.74,68.46,62.24,1,2,1,1,3,61.83,10,6,8,0
7.42,73.93,62.12,3,4,1,2,9,65.87,5,10,3,1
8.25,84.86,77.93,1,1,1,2,8,29.63,1,9,7,1
8.88,79.06,76.46,1,0,0,0,3,68.42,5,10,9,0
6.74,83.84,68.86,1,2,0,0,2,57.08,5,5,4,0
8.28,97.76,76.41,1,1,0,4,5,46.91,5,7,6,1
7.16,62.36,90.89,0,2,2,1,1,55.24,2,6,9,0
7.03,94.17,81.95,0,0,1,0,4,52.65,6,5,5,0
8.08,79.04,63.59,3,0,1,0,8,56.44,5,6,1,0
7.85,69.01,73.88,1,0,0,2,1,67.78,2,4,3,0
5.62,64.7,66.95,3,1,1,2,5,79.72,10,3,9,0
8.68,76.11,71.12,0,2,2,3,4,63.83,8,1,3,1
8.58,87.22,70.86,2,4,1,1,6,81.54,6,1,10,1
6.57,76.72,70.22,1,3,1,2,7,49.31,10,6,2,1
7.6,93.11,62.45,3,4,2,2,9,67.29,3,9,4,1
7.69,63.49,73.72,1,5,1,2,1,96.6,9,8,5,1
7.46,77.88,69.39,3,0,2,0,10,41.14,4,2,7,0
6.65,65.48,45.71,1,3,1,1,4,40.57,3,9,7,0
6.53,81.64,95.53,0,2,0,2,6,84.2,7,8,9,1
7.17,86.87,85.89,0,1,2,0,10,68.31,8,9,8,1
8.37,73.79,71.24,1,1,1,0,7,55.98,7,4,2,0
7.74,51.96,75.19,1,1,0,3,7,48.05,1,9,8,0
6.83,79.99,63.28,0,4,1,2,8,64.46,1,2,8,1
7.97,82.37,91.96,1,5,1,2,10,67.0,5,1,5,1
4.35,82.04,93.97,0,0,1,1,8,67.08,8,9,3,1
8.35,90.36,76.57,1,2,0,1,8,47.91,10,10,9,1
5.46,67.29,85.24,0,2,2,0,8,59.95,3,8,7,1
6.84,84.8,76.75,1,5,0,3,8,56.48,8,7,1,1
6.08,89.93,61.63,1,0,1,1,6,74.7,3,8,8,0
5.91,60.21,70.88,2,0,0,0,9,48.79,4,1,10,0
8.36,81.2,76.32,1,4,1,3,3,66.14,10,9,5,1
6.73,72.96,70.45,2,3,1,1,6,100.0,7,10,6,1
7.55,77.18,72.81,1,2,2,2,5,47.77,3,9,9,1
7.15,81.48,74.09,0,4,1,1,8,53.79,4,9,10,1
7.68,73.13,74.19,1,1,0,0,4,63.59,8,6,8,1
7.28,71.24,75.52,0,1,0,2,4,20.87,4,4,3,0
5.92,78.34,64.39,2,1,0,0,10,43.6,9,2,5,0
8.2,67.13,67.83,0,1,1,1,10,69.66,4,4,4,1
6.71,67.14,62.15,1,1,0,1,5,62.36,4,7,1,0
5.64,84.79,84.78,3,3,0,1,6,80.82,5,1,5,0
6.77,66.51,53.94,0,1,0,1,4,61.43,1,9,10,0
8.7,84.66,86.54,1,2,1,1,2,60.11,7,3,7,0
8.05,82.63,88.86,0,2,1,0,2,54.46,9,4,1,1
6.85,60.74,71.98,2,1,2,5,3,59.86,9,5,4,1
6.85,71.22,48.97,0,6,0,0,2,46.83,1,3,6,0
6.88,89.94,71.39,0,2,2,0,1,62.79,6,4,9,1
9.28,68.19,74.36,2,5,0,3,8,50.43,3,5,8,1
7.58,73.36,64.89,1,3,1,1,5,46.84,4,1,2,0
7.63,82.62,69.85,1,0,1,3,10,55.41,8,9,3,1
8.23,85.83,90.3,0,0,1,2,1,71.77,4,10,10,1
7.44,75.48,81.65,3,0,1,2,9,67.13,8,10,5,0
6.94,72.02,65.75,0,5,1,1,8,75.01,4,4,7,1
7.0,92.22,59.02,1,2,1,2,4,51.15,9,9,3,1
7.13,95.39,71.73,0,1,0,0,8,64.8,6,4,7,0
7.16,87.79,72.87,0,0,0,1,10,90.53,1,1,5,1
7.93,78.85,79.96,0,1,2,0,7,85.96,10,5,10,1
7.25,69.92,69.65,0,0,1,1,7,45.88,2,9,6,0
7.93,69.7,80.11,3,1,1,0,1,49.87,7,3,6,0
7.12,83.23,94.35,2,5,1,1,6,90.46,10,5,4,1
7.28,82.18,83.16,3,1,1,1,4,71.77,7,3,8,0
5.2,92.02,74.52,1,0,2,3,10,62.14,3,3,9,0
8.12,84.5,73.17,1,5,1,0,10,60.46,1,1,2,0
7.55,62.97,71.43,0,1,0,0,10,68.41,8,2,9,1
8.2,88.52,86.81,2,4,0,2,2,68.6,10,2,4,0
4.3,68.02,68.73,0,1,2,1,10,57.0,10,9,6,1
9.29,74.16,75.45,0,1,0,4,7,62.55,7,7,7,1
7.06,80.5,75.51,1,1,0,0,9,56.48,10,8,4,1
8.31,97.96,69.98,2,1,0,1,5,67.53,8,2,8,0
6.16,100.0,61.28,1,3,0,2,8,53.94,1,9,10,1
7.81,84.07,78.23,3,3,2,4,5,45.98,3,3,8,0
6.15,76.17,74.39,0,2,0,3,7,87.13,2,10,1,1
6.58,83.35,80.0,1,2,2,1,7,63.96,1,2,8,0
9.11,86.88,69.66,0,1,2,1,9,90.46,5,1,10,1
7.01,74.79,87.21,3,3,1,2,3,36.02,3,9,3,0
7.42,95.95,66.23,1,1,1,0,1,43.26,10,8,5,0
8.07,80.3,92.12,0,4,1,1,2,72.0,8,4,10,1
7.7,82.98,57.52,1,1,0,0,6,63.97,6,7,8,1
7.35,84.66,79.35,1,3,1,1,10,47.63,10,3,6,1
7.56,82.22,79.75,0,2,1,0,10,82.05,9,3,4,1
9.6,86.39,67.04,0,1,2,4,9,51.95,9,4,4,1
7.14,71.83,79.24,1,2,2,1,3,82.98,6,2,4,0
7.4,72.42,87.8,1,4,0,5,10,63.94,2,10,6,1
8.25,67.0,52.83,0,2,0,1,2,48.95,9,4,7,0
8.31,82.4,80.03,0,2,2,0,1,54.97,2,10,5,1
8.39,85.79,50.07,0,1,2,2,2,85.58,3,3,10,1
7.84,82.58,65.34,2,2,0,1,3,60.53,6,8,8,0
6.06,94.74,91.29,3,2,1,2,7,79.59,2,2,7,0
8.83,77.94,69.18,0,1,0,3,2,86.01,5,9,8,1
6.05,84.69,63.26,3,0,0,2,5,63.79,2,3,4,0
7.5,67.08,73.02,0,0,1,0,2,61.65,4,4,8,0
6.45,74.13,95.68,0,1,1,1,7,58.93,3,10,6,1
7.14,84.96,56.68,2,3,1,2,10,70.28,5,10,3,1
7.53,86.49,64.49,1,1,1,0,8,87.59,6,3,8,1
7.52,75.06,89.97,1,2,1,0,8,46.59,7,3,7,1
7.62,77.28,93.58,0,1,1,4,8,68.29,10,8,10,1
8.81,62.82,73.97,3,2,2,1,10,67.64,8,8,5,1
7.65,74.43,62.61,1,4,1,2,9,37.94,9,6,4,1
6.96,86.9,95.96,0,1,0,2,1,51.69,4,4,1,0
8.16,83.75,90.94,3,1,1,0,1,54.76,4,1,10,0
8.39,83.01,81.79,1,1,2,2,10,76.46,7,4,3,1
5.97,78.5,66.88,0,3,0,3,2,79.08,10,8,2,1
7.8,78.07,74.51,1,4,1,2,6,36.87,10,6,8,1
7.9,71.4,73.4,1,6,1,2,1,74.59,9,2,8,1
6.9,84.99,78.31,1,1,1,0,5,72.65,2,3,5,0
8.58,82.21,89.51,0,1,1,0,5,73.68,6,7,5,1
7.05,82.92,83.79,0,6,0,3,4,67.29,10,4,4,1
7.33,72.74,64.23,0,2,2,1,5,79.26,10,4,1,1
7.03,56.47,88.76,3,2,0,1,1,82.57,8,5,1,0
7.22,88.97,78.13,0,3,2,1,6,40.49,5,8,6,1
6.1,73.21,81.87,0,4,0,2,7,64.27,5,7,4,0
5.76,69.37,89.67,0,0,1,3,8,61.18,8,9,4,1
8.79,84.93,63.88,0,3,2,2,2,56.41,1,5,3,1
6.35,74.08,74.64,0,3,0,1,7,58.18,6,1,9,1
6.21,88.6,69.69,2,3,1,0,6,67.8,10,4,3,1
5.05,84.17,59.32,0,1,0,0,9,45.55,9,6,8,1
6.56,84.84,78.47,2,0,1,1,8,75.06,6,6,2,0
5.88,64.34,100.0,3,0,0,2,4,59.46,7,9,4,0
8.84,90.12,56.6,0,1,1,2,9,78.12,4,10,1,1
8.21,80.61,74.68,0,1,1,2,1,55.7,10,5,5,1
6.51,74.31,81.41,2,1,1,0,6,54.89,1,5,2,0
9.45,79.43,76.23,2,1,1,3,8,50.82,9,6,1,1
8.18,60.24,73.87,3,5,1,2,4,55.78,6,6,1,1
6.88,82.09,62.01,2,3,0,3,2,52.98,3,3,2,0
4.7,67.71,77.33,1,2,0,1,2,71.52,4,6,5,0
9.49,64.47,67.43,0,1,0,2,10,80.71,10,8,9,1
5.81,62.78,53.1,0,1,0,1,1,70.82,6,6,6,0
5.55,89.13,86.95,0,1,0,2,5,63.84,6,5,4,0
8.22,71.71,84.58,1,3,2,1,6,72.3,9,3,3,1
9.64,93.34,75.52,3,6,0,2,4,64.45,4,1,8,1
8.58,72.64,77.29,3,2,1,0,4,65.43,5,5,3,0
7.76,60.93,85.74,0,4,0,0,5,60.4,5,6,1,0
7.79,66.83,77.24,0,0,1,2,5,77.55,3,6,4,1
8.05,90.36,84.04,3,3,0,0,9,26.51,2,6,5,1
7.96,76.44,72.03,2,6,0,0,8,33.01,8,3,5,1
7.48,72.52,88.12,3,2,1,2,9,80.41,10,4,5,1
7.3,79.6,78.21,3,3,1,1,3,62.05,9,3,8,0
7.14,83.02,76.94,3,2,2,6,3,78.76,10,2,8,1
6.45,89.17,62.3,3,1,1,1,1,55.88,9,8,4,0
6.92,92.48,77.87,0,1,1,1,10,90.11,5,7,9,1
5.51,74.4,66.68,0,2,0,0,6,62.95,9,8,1,0
7.1,64.74,68.62,0,5,0,1,4,71.74,4,6,5,1
6.21,73.87,66.85,3,2,1,1,8,58.29,2,7,5,0
6.1,80.6,64.34,0,1,0,4,2,51.54,3,1,5,0
7.38,68.36,96.25,1,2,0,0,2,38.89,1,10,8,0
8.59,68.43,88.31,0,1,2,1,7,76.79,5,5,9,1
8.12,81.44,94.2,0,2,1,0,5,70.93,1,4,3,0
5.63,77.51,62.77,3,1,1,1,1,66.41,1,10,9,0
6.21,78.33,75.71,1,0,0,1,7,47.92,7,3,8,0
8.14,70.42,62.06,3,2,1,0,7,86.23,2,2,3,0
6.22,75.7,68.04,0,2,2,0,10,66.59,8,9,2,1
6.98,68.76,65.82,1,2,1,0,6,75.54,6,8,4,0
7.75,86.9,87.4,2,0,1,2,4,64.96,4,10,2,0
6.23,88.35,71.04,1,2,1,1,8,48.66,9,2,4,1
7.31,59.54,85.68,2,2,0,1,2,79.89,10,6,5,1
5.87,68.7,81.04,1,2,2,2,2,71.76,8,3,2,0
6.6,63.03,98.04,0,0,1,4,2,62.28,10,3,8,0
7.52,71.5,60.21,2,1,0,2,3,71.51,3,5,1,0
5.61,77.17,87.59,0,3,0,0,6,77.26,3,7,3,0
7.64,63.5,86.46,2,1,1,1,1,74.9,4,7,7,0
7.18,68.78,65.27,0,0,2,1,2,39.33,9,10,10,1
7.75,67.96,85.07,0,2,0,4,10,42.65,9,1,1,1
7.42,80.07,78.36,0,2,1,0,2,75.99,5,7,2,0
8.56,78.69,72.73,3,1,0,1,1,54.56,9,7,3,0
